id,R,F,M,r_grade,f_grade,m_grade
14821687@n,207,1,114000.0,1,1,3
14828872@n,17,1,39900.0,4,1,1
148385863@n,42,1,48700.0,4,1,1
1485261@n,156,1,37100.0,2,1,1
14859378@n,8,1,40900.0,4,1,1
148702089@n,60,2,150300.0,3,2,3
14876369@n,6,1,33900.0,4,1,1
148865021@n,210,1,7800.0,1,1,1
14890251@n,106,1,36000.0,2,1,1
148944339@n,205,1,35000.0,1,1,1
14895369@n,72,1,13700.0,3,1,1
14912886@n,186,1,49300.0,1,1,1
149130080@n,65,1,31400.0,3,1,1
14919996@n,75,1,32400.0,3,1,1
149241468@n,36,1,53200.0,4,1,2
14924813@n,0,1,38800.0,4,1,1
14941598@n,217,1,35000.0,1,1,1
149476668@n,205,1,34200.0,1,1,1
14948164@n,87,2,81800.0,3,2,2
149510171@n,72,1,30900.0,3,1,1
14972909@n,209,1,35000.0,1,1,1
14978846@n,37,3,119404.0,4,3,3
149813083@n,211,1,32400.0,1,1,1
14993077@n,49,1,39800.0,3,1,1
15000310@n,26,1,34700.0,4,1,1
150004325@n,19,1,12900.0,4,1,1
150108105@n,203,1,30100.0,1,1,1
15014428@n,177,1,81700.0,1,1,2
15023749@n,70,1,36400.0,3,1,1
150240235@n,121,1,13900.0,2,1,1
15025391@n,85,1,40400.0,3,1,1
150347623@n,157,1,70400.0,2,1,2
150503268@n,75,1,50000.0,3,1,1
150516299@n,145,1,67696.0,2,1,2
15069210@n,99,2,75800.0,3,2,2
1507014622@g,75,1,32700.0,3,1,1
15076461@n,116,1,12700.0,2,1,1
150813164@n,27,1,8900.0,4,1,1
15088661@n,7,1,13900.0,4,1,1
151059571@n,106,1,57700.0,2,1,2
151140263@n,54,1,36900.0,3,1,1
151163288@n,81,1,41900.0,3,1,1
15121677@n,189,1,40900.0,1,1,1
15125319@n,92,1,28300.0,3,1,1
15137266@n,138,1,31900.0,2,1,1
1514764033@g,200,1,94500.0,1,1,2
15159310@n,29,1,30900.0,4,1,1
151707389@n,207,1,35000.0,1,1,1
15172720@n,77,2,84200.0,3,2,2
15176444@n,189,1,15900.0,1,1,1
151947637@n,79,1,15900.0,3,1,1
152022723@n,131,1,31300.0,2,1,1
15206156@n,95,1,13900.0,3,1,1
152303487@n,74,1,23600.0,3,1,1
15251956@n,107,1,35000.0,2,1,1
152537863@n,11,1,59568.0,4,1,2
15257163@n,19,2,148600.0,4,2,3
15258213@n,85,1,46094.0,3,1,1
15268108@n,2,1,18100.0,4,1,1
15268541@n,31,1,41900.0,4,1,1
152714171@n,77,1,42300.0,3,1,1
152744214@n,138,1,31900.0,2,1,1
15279900@n,168,1,40900.0,1,1,1
1529250671@g,137,1,40900.0,2,1,1
153156875@n,30,2,54900.0,4,2,2
153265097@n,11,1,173100.0,4,1,3
153511651@n,162,1,37100.0,1,1,1
15353345@n,8,2,50600.0,4,2,1
153588778@n,131,1,33900.0,2,1,1
15360340@n,89,1,31300.0,3,1,1
1537150@n,73,1,46888.0,3,1,1
15383741@n,22,1,17100.0,4,1,1
153901761@n,17,2,49850.0,4,2,1
15410376@n,189,1,32700.0,1,1,1
15414852@n,84,1,79800.0,3,1,2
154279253@n,56,1,58400.0,3,1,2
154469241@n,191,1,42800.0,1,1,1
1545067998@k,214,1,31400.0,1,1,1
15451473@n,57,1,39000.0,3,1,1
154522047@n,92,1,12900.0,3,1,1
1545631090@k,92,1,40400.0,3,1,1
154646562@n,68,1,112500.0,3,1,3
1546529230@k,16,2,71900.0,4,2,2
154689087@n,120,1,17900.0,2,1,1
15472641@n,188,1,32900.0,1,1,1
1547443160@k,213,1,34000.0,1,1,1
1547559142@k,21,1,38900.0,4,1,1
15477922@n,78,1,38900.0,3,1,1
154801673@n,28,1,72800.0,4,1,2
1548612152@k,94,1,36648.0,3,1,1
1548693357@k,212,1,34700.0,1,1,1
154873712@n,217,1,35000.0,1,1,1
15487935@n,184,1,69990.0,1,1,2
1548832943@k,217,1,158200.0,1,1,3
15491233@n,137,1,49000.0,2,1,1
1549328947@k,162,1,17900.0,1,1,1
1549669709@k,62,1,36900.0,3,1,1
1549909871@k,27,1,35900.0,4,1,1
1551288718@k,126,1,17900.0,2,1,1
1552879321@k,72,1,85545.0,3,1,2
1553379717@k,52,1,38900.0,3,1,1
1553848994@k,205,1,113000.0,1,1,3
15548896@n,65,1,32128.0,3,1,1
1555239565@k,6,1,58200.0,4,1,2
1555601463@k,198,1,45773.0,1,1,1
15556041@n,10,1,12900.0,4,1,1
1555759327@k,197,1,47300.0,1,1,1
1555883376@k,69,2,50200.0,3,2,1
1555885469@k,113,1,30988.0,2,1,1
155598088@n,72,1,60350.0,3,1,2
1556135085@k,189,1,48700.0,1,1,1
1556359789@k,32,3,112100.0,4,3,3
1556437438@k,130,1,41900.0,2,1,1
1556449387@k,87,1,40900.0,3,1,1
1556679260@k,28,2,89200.0,4,2,2
1556800394@k,131,1,35800.0,2,1,1
155687648@n,80,2,136000.0,3,2,3
15569764@n,50,1,40900.0,3,1,1
1557215927@k,65,1,29792.0,3,1,1
1557295577@k,35,1,39512.0,4,1,1
1557314389@k,174,1,29900.0,1,1,1
1557357221@k,77,1,41000.0,3,1,1
155748037@n,110,1,24800.0,2,1,1
1557605848@k,0,1,38000.0,4,1,1
1557873150@k,107,1,24000.0,2,1,1
1557955954@k,210,1,48400.0,1,1,1
1558075527@k,141,1,51000.0,2,1,1
155851434@n,218,1,15400.0,1,1,1
1558668647@k,156,1,37068.0,2,1,1
1558808153@k,3,1,23100.0,4,1,1
1559562107@k,74,2,90119.0,3,2,2
1559604748@k,70,1,41680.0,3,1,1
1560128868@k,194,1,41900.0,1,1,1
15615280@n,204,1,16900.0,1,1,1
1561766129@k,162,1,17300.0,1,1,1
1561870365@k,77,1,33400.0,3,1,1
15620655@n,99,1,147056.0,3,1,3
15621372@n,59,1,31118.0,3,1,1
1562294475@k,115,1,12300.0,2,1,1
1562342384@k,193,3,202426.0,1,3,3
1562433137@k,126,1,39900.0,2,1,1
1562434385@k,165,1,129600.0,1,1,3
1562932641@k,134,1,38900.0,2,1,1
15631082@n,7,1,36900.0,4,1,1
1563507735@k,169,1,38900.0,1,1,1
1563661703@k,9,1,38900.0,4,1,1
15638203@n,31,1,10900.0,4,1,1
1563869892@k,13,1,35900.0,4,1,1
15638878@n,217,1,48200.0,1,1,1
1564146321@k,135,1,38743.0,2,1,1
1564555738@k,169,1,48300.0,1,1,1
15653365@n,208,1,35000.0,1,1,1
15654206@n,95,1,41000.0,3,1,1
1565836234@k,98,1,41000.0,3,1,1
1565906458@k,30,1,41900.0,4,1,1
1566856407@k,83,3,104112.0,3,3,3
15670869@n,206,1,44200.0,1,1,1
1567234134@k,41,1,47300.0,4,1,1
1567598990@k,134,1,90700.0,2,1,2
1568616377@k,72,1,47400.0,3,1,1
1568621915@k,218,1,36000.0,1,1,1
1569212443@k,47,1,24500.0,3,1,1
1569237858@k,128,1,17900.0,2,1,1
15692592@n,93,1,13900.0,3,1,1
1569277918@k,135,1,14900.0,2,1,1
15696949@n,23,1,35900.0,4,1,1
1569723618@k,217,1,90600.0,1,1,2
156993230@n,30,1,18800.0,4,1,1
1570275689@k,64,2,113200.0,3,2,3
15703361@n,9,1,13900.0,4,1,1
1570709350@k,43,1,30900.0,4,1,1
1570887154@k,89,1,16210.0,3,1,1
1570933922@k,177,1,32900.0,1,1,1
1571084749@k,167,1,35400.0,1,1,1
1571233013@k,180,1,17900.0,1,1,1
1572089754@k,114,1,60800.0,2,1,2
1572402436@k,205,1,36000.0,1,1,1
1572423412@k,218,1,34200.0,1,1,1
1572706324@k,91,1,49800.0,3,1,1
1572850096@g,192,1,38800.0,1,1,1
15730060@n,155,1,45800.0,2,1,1
1573054223@k,18,1,41900.0,4,1,1
1573503269@k,70,3,93431.0,3,3,2
157399298@n,108,1,37000.0,2,1,1
1574119430@k,131,1,40166.0,2,1,1
157440888@n,65,1,31400.0,3,1,1
157573024@n,119,1,36000.0,2,1,1
157586214@n,113,1,11700.0,2,1,1
1576754282@k,98,1,11900.0,3,1,1
1576776841@k,87,2,74800.0,3,2,2
1576806269@k,205,1,111848.0,1,1,3
15770925@n,196,1,40793.0,1,1,1
15779019@n,90,1,40780.0,3,1,1
15785594@n,18,1,29800.0,4,1,1
157867606@n,43,2,74017.0,4,2,2
1578726590@k,27,1,14900.0,4,1,1
1579053338@k,114,1,93200.0,2,1,2
157906806@n,128,1,33900.0,2,1,1
157929812@n,191,1,40000.0,1,1,1
1579303219@k,31,2,62219.0,4,2,2
1579307589@k,205,1,35000.0,1,1,1
1579470032@k,129,1,40700.0,2,1,1
1580240640@k,87,1,41900.0,3,1,1
15807011@n,162,1,49700.0,1,1,1
1580798364@k,60,1,38387.0,3,1,1
15808889@n,169,1,77700.0,1,1,2
158099699@n,72,1,30300.0,3,1,1
1581087763@k,17,2,71656.0,4,2,2
15811668@n,9,1,43500.0,4,1,1
1581651739@k,135,1,52600.0,2,1,2
15817109@n,68,1,32400.0,3,1,1
15818719@n,112,1,46000.0,2,1,1
1581918974@k,63,2,33374.0,3,2,1
1582249610@k,33,3,63998.0,4,3,2
158247009@n,112,1,47000.0,2,1,1
158248736@n,132,1,86400.0,2,1,2
15826260@n,74,1,30400.0,3,1,1
1582656232@k,52,1,32900.0,3,1,1
1583120345@k,51,2,94800.0,3,2,2
1583405159@k,23,1,19999.0,4,1,1
1584178685@k,147,1,17900.0,2,1,1
158443737@n,205,1,16100.0,1,1,1
1584834745@k,19,1,23100.0,4,1,1
15852381@n,72,1,53400.0,3,1,2
1585706631@k,151,1,39867.0,2,1,1
15863102@n,188,1,38800.0,1,1,1
15863307@n,77,1,45100.0,3,1,1
15870875@n,86,1,41000.0,3,1,1
1587103797@k,190,1,91500.0,1,1,2
158756576@n,143,1,42200.0,2,1,1
158763217@n,84,1,41000.0,3,1,1
1588062295@k,44,2,132776.0,4,2,3
1588341641@k,61,1,27195.0,3,1,1
15883615@n,36,1,25900.0,4,1,1
15888235@n,112,1,23800.0,2,1,1
1589052633@k,70,3,109820.0,3,3,3
1589101205@k,217,1,34919.0,1,1,1
1590090349@g,77,1,31700.0,3,1,1
159048892@n,57,2,49700.0,3,2,1
15928022@n,207,1,35000.0,1,1,1
1593043833@k,195,1,39000.0,1,1,1
1594132953@k,119,2,65175.0,2,2,2
1594237161@k,71,1,32400.0,3,1,1
1594282384@k,25,3,120931.0,4,3,3
159438788@n,116,1,109780.0,2,1,3
159520434@n,184,1,31900.0,1,1,1
15954586@n,195,1,40000.0,1,1,1
1596713556@k,136,1,43800.0,2,1,1
15984900@n,50,1,57700.0,3,1,2
1599062303@k,208,1,111670.0,1,1,3
16002104@n,196,1,15900.0,1,1,1
16002799@n,7,1,37900.0,4,1,1
16004501@n,61,1,30400.0,3,1,1
16004505@n,205,1,29999.0,1,1,1
16008323@n,43,1,34900.0,4,1,1
1600921502@k,203,1,41900.0,1,1,1
1601566262@k,7,2,76581.0,4,2,2
1601581487@k,50,2,78600.0,3,2,2
1602773618@k,209,1,113814.0,1,1,3
16038181@n,68,1,27400.0,3,1,1
16046756@n,55,1,48800.0,3,1,1
16052501@n,91,1,12900.0,3,1,1
16056610@n,139,1,69886.0,2,1,2
1606237247@k,55,1,39400.0,3,1,1
16067644@n,70,1,46888.0,3,1,1
1606948874@k,52,2,72295.0,3,2,2
1607466318@k,158,1,40786.0,2,1,1
16087830@n,43,1,153000.0,4,1,3
160894103@n,66,1,25300.0,3,1,1
16089532@n,89,1,30705.0,3,1,1
16094508@n,36,1,14900.0,4,1,1
1609889281@k,84,1,73316.0,3,1,2
1610157095@k,93,1,25200.0,3,1,1
1610444369@k,77,2,84271.0,3,2,2
161099321@n,195,1,39800.0,1,1,1
1611124025@k,127,2,77370.0,2,2,2
16115814@n,66,1,27400.0,3,1,1
1613322484@k,83,1,37837.0,3,1,1
1613625607@k,17,1,50200.0,4,1,1
16145916@n,114,1,11700.0,2,1,1
16146974@n,119,1,36000.0,2,1,1
16149160@n,16,1,41900.0,4,1,1
1615826600@k,106,1,74000.0,2,1,2
16160290@n,41,3,111018.0,4,3,3
16161786@n,120,1,36000.0,2,1,1
1616323966@k,217,1,34839.0,1,1,1
1617343066@k,172,1,29800.0,1,1,1
1617506177@k,136,1,38195.0,2,1,1
1617546072@k,13,1,35900.0,4,1,1
161853994@n,160,1,26064.0,2,1,1
161857220@n,71,1,32400.0,3,1,1
16190161@n,115,1,36000.0,2,1,1
1619765417@k,80,1,39000.0,3,1,1
1620086910@k,78,1,38900.0,3,1,1
1620214927@k,80,1,39649.0,3,1,1
16216052@n,198,1,17900.0,1,1,1
16218874@n,186,1,16900.0,1,1,1
16220786@n,114,1,39000.0,2,1,1
16243748@n,36,1,23800.0,4,1,1
1625515661@k,165,1,39800.0,1,1,1
1626259247@k,62,1,40000.0,3,1,1
162627739@n,77,1,73100.0,3,1,2
16263645@n,189,1,40900.0,1,1,1
16265606@n,29,1,10900.0,4,1,1
1626988246@k,162,1,26580.0,1,1,1
1627580002@k,29,2,71900.0,4,2,2
1627825700@k,63,1,42166.0,3,1,1
1628697478@k,67,3,96561.0,3,3,2
1629120296@k,120,1,24600.0,2,1,1
16291726@n,24,1,27900.0,4,1,1
16305447@n,20,1,35000.0,4,1,1
1631297415@k,27,1,29900.0,4,1,1
16316352@n,79,2,88889.0,3,2,2
1632573927@k,79,2,75400.0,3,2,2
1632914172@k,158,1,37700.0,2,1,1
16329386@n,111,1,11300.0,2,1,1
1633112061@k,92,1,38518.0,3,1,1
16341192@n,88,1,135400.0,3,1,3
163415963@n,170,1,27800.0,1,1,1
163457992@n,113,1,36700.0,2,1,1
1634582859@k,94,1,39679.0,3,1,1
16345919@n,41,1,37900.0,4,1,1
1634660158@k,196,1,50300.0,1,1,1
1634715407@g,61,1,32400.0,3,1,1
163472462@n,60,1,31300.0,3,1,1
163609454@n,35,1,53800.0,4,1,2
1636403481@k,6,1,39900.0,4,1,1
1636802445@k,60,2,80048.0,3,2,2
1637526824@k,211,1,36000.0,1,1,1
1638297084@k,218,1,75255.0,1,1,2
1638349440@k,138,1,38900.0,2,1,1
16386335@n,63,1,114500.0,3,1,3
163918759@n,171,1,110500.0,1,1,3
1640570551@k,215,1,33000.0,1,1,1
1642454565@k,10,3,83683.0,4,3,2
1643142009@k,194,1,47912.0,1,1,1
1644611823@k,172,1,56969.0,1,1,2
164463741@n,125,1,30596.0,2,1,1
1645678098@k,15,2,50000.0,4,2,1
1645786186@k,156,1,31808.0,2,1,1
1645806354@k,41,1,40900.0,4,1,1
16461034@n,23,1,14900.0,4,1,1
1646173803@k,132,1,43800.0,2,1,1
1647220@n,86,1,40400.0,3,1,1
1647501812@k,50,1,182900.0,3,1,3
1647548785@k,152,1,41000.0,2,1,1
16476205@n,208,1,35000.0,1,1,1
16486109@n,95,1,69300.0,3,1,2
16487212@n,65,1,31400.0,3,1,1
1649346113@k,164,1,40400.0,1,1,1
1649847447@k,37,3,133530.0,4,3,3
1651969644@k,126,1,41900.0,2,1,1
165211538@n,29,2,74724.0,4,2,2
1652251128@k,165,1,36900.0,1,1,1
16523953@n,80,2,72850.0,3,2,2
1652919345@k,70,2,57114.0,3,2,2
165322889@n,174,1,28900.0,1,1,1
1653434829@k,50,1,41900.0,3,1,1
1653559991@k,113,1,38900.0,2,1,1
16538876@n,120,2,64900.0,2,2,2
16540850@n,112,1,129800.0,2,1,3
1654426544@k,130,1,42700.0,2,1,1
16548462@n,8,2,102900.0,4,2,3
1655126004@k,2,1,119600.0,4,1,3
1656091911@k,16,1,55300.0,4,1,2
1656129765@k,65,1,28300.0,3,1,1
1656509772@k,27,1,40769.0,4,1,1
1656665775@k,11,3,108514.0,4,3,3
16567008@n,29,1,40900.0,4,1,1
1658571269@k,33,1,66700.0,4,1,2
166022110@n,75,1,32400.0,3,1,1
1660258252@k,111,1,114500.0,2,1,3
166058635@n,71,1,32400.0,3,1,1
166091071@n,77,1,16500.0,3,1,1
1661512384@k,126,1,31679.0,2,1,1
1661543642@k,85,1,16900.0,3,1,1
1661606730@k,182,1,60119.0,1,1,2
1661662380@k,15,1,40900.0,4,1,1
16620320@n,5,2,54660.0,4,2,2
16626406@n,140,1,42500.0,2,1,1
1663815910@k,48,4,385099.0,3,3,4
1664149896@k,118,1,37000.0,2,1,1
1664832516@k,74,1,16500.0,3,1,1
166505161@n,136,1,39400.0,2,1,1
16651227@n,150,1,16900.0,2,1,1
166519851@n,75,1,53400.0,3,1,2
1666782806@k,36,1,55800.0,4,1,2
1667033584@k,193,1,48000.0,1,1,1
16683009@n,64,1,31400.0,3,1,1
1668406725@k,25,2,113300.0,4,2,3
1668500912@k,174,1,29999.0,1,1,1
1668724751@k,198,1,40789.0,1,1,1
1669061610@k,56,1,154000.0,3,1,3
1669262156@k,218,1,116500.0,1,1,3
16693667@n,117,1,114500.0,2,1,3
1670152800@k,174,1,41900.0,1,1,1
1670769358@k,203,1,15500.0,1,1,1
16707895@n,160,1,16300.0,2,1,1
1670939700@k,14,2,72615.0,4,2,2
1672233637@k,18,5,153734.0,4,4,3
1672733816@k,0,2,47800.0,4,2,1
16727591@n,44,2,105200.0,4,2,3
1673550354@k,21,1,41900.0,4,1,1
1674191862@k,43,1,35615.0,4,1,1
167484545@n,135,1,48800.0,2,1,1
167587193@n,97,1,57200.0,3,1,2
1676345@n,150,1,40900.0,2,1,1
16768830@n,63,1,15500.0,3,1,1
16772754@n,7,1,12900.0,4,1,1
1677352920@k,150,1,37671.0,2,1,1
1677737222@k,168,1,38900.0,1,1,1
16778178@n,149,1,40900.0,2,1,1
1679148623@k,60,1,25300.0,3,1,1
1679791533@k,156,1,45381.0,2,1,1
16801288@n,71,1,32400.0,3,1,1
168032243@n,179,1,41900.0,1,1,1
168093387@n,57,1,15900.0,3,1,1
1681015259@k,66,1,26300.0,3,1,1
1681957680@k,71,1,79100.0,3,1,2
168199411@n,19,1,36900.0,4,1,1
16830591@n,152,1,38800.0,2,1,1
1683570858@k,216,1,33834.0,1,1,1
1684105261@k,109,1,33700.0,2,1,1
1684968099@k,109,1,37000.0,2,1,1
16852400@n,61,1,39700.0,3,1,1
16855556@n,62,1,75800.0,3,1,2
168651009@n,28,2,24800.0,4,2,1
1686641828@k,127,1,49128.0,2,1,1
16882954@n,149,1,16900.0,2,1,1
1688369608@k,64,1,28122.0,3,1,1
1688493744@k,69,1,46100.0,3,1,1
16885335@n,77,1,31300.0,3,1,1
16887768@n,161,1,42100.0,1,1,1
1688915989@k,198,1,40720.0,1,1,1
1689732804@k,7,1,21100.0,4,1,1
16898287@n,1,1,41200.0,4,1,1
169106830@n,197,1,30300.0,1,1,1
16923217@n,53,1,40900.0,3,1,1
1692397548@k,164,1,60200.0,1,1,2
1693008717@k,33,1,29900.0,4,1,1
1693596482@k,130,1,52600.0,2,1,2
169381404@n,161,1,38100.0,1,1,1
1694085522@k,205,1,113906.0,1,1,3
1695004785@k,121,1,62800.0,2,1,2
1695108835@k,16,1,22024.0,4,1,1
1695129429@k,60,1,33400.0,3,1,1
16952697@n,120,1,52300.0,2,1,2
1695511518@k,167,1,35341.0,1,1,1
1695769649@k,91,1,39270.0,3,1,1
1696274214@k,163,1,33310.0,1,1,1
16962746@n,79,1,40900.0,3,1,1
1696311422@k,198,1,36776.0,1,1,1
16963256@n,40,1,33800.0,4,1,1
1696929647@k,33,1,37900.0,4,1,1
16974550@n,20,1,35900.0,4,1,1
169754502@n,192,1,15900.0,1,1,1
1697583416@k,151,1,41900.0,2,1,1
1698267492@k,145,1,42200.0,2,1,1
1698294806@k,151,1,17900.0,2,1,1
16984467@n,152,1,16900.0,2,1,1
16985485@n,27,1,13900.0,4,1,1
1699106358@k,61,1,22300.0,3,1,1
1699211505@k,182,2,65600.0,1,2,2
1699439219@k,99,1,58200.0,3,1,2
169947177@n,203,1,30100.0,1,1,1
1699639580@k,8,1,35900.0,4,1,1
170012106@n,207,1,33200.0,1,1,1
17004018@n,80,2,87700.0,3,2,2
1700548407@k,94,1,58200.0,3,1,2
1701969102@k,204,1,34000.0,1,1,1
1702031609@k,114,2,146383.0,2,2,3
17021634@n,149,1,16900.0,2,1,1
1702411225@k,60,1,28300.0,3,1,1
1702533099@k,209,1,109426.0,1,1,3
17029448@n,118,1,23000.0,2,1,1
1703028550@k,31,1,47800.0,4,1,1
1703083360@k,69,1,114000.0,3,1,3
170319079@n,62,1,31500.0,3,1,1
1703676232@k,211,1,109000.0,1,1,3
1704447021@g,46,1,39800.0,4,1,1
1704947450@k,77,1,25300.0,3,1,1
1705163686@k,45,2,88369.0,4,2,2
1705198799@k,10,1,34000.0,4,1,1
1705859999@k,199,1,38579.0,1,1,1
170627998@n,101,1,12900.0,2,1,1
1706674929@k,13,1,21900.0,4,1,1
1706739113@k,114,1,37000.0,2,1,1
1707581541@k,29,1,41900.0,4,1,1
1707675094@k,33,2,91700.0,4,2,2
17090814@g,209,1,16100.0,1,1,1
17097559@n,208,1,35000.0,1,1,1
1709824088@k,114,1,50000.0,2,1,1
17099807@n,208,1,35000.0,1,1,1
1710154317@k,68,1,33400.0,3,1,1
17102718@n,66,1,31400.0,3,1,1
1710368292@k,62,1,38200.0,3,1,1
1710487209@k,22,3,101086.0,4,3,2
1710549045@k,90,2,92259.0,3,2,2
171064624@n,8,1,36900.0,4,1,1
1710807829@k,28,2,73125.0,4,2,2
1711759527@k,154,1,19900.0,2,1,1
1711858435@k,10,1,23100.0,4,1,1
171198142@n,137,1,37900.0,2,1,1
1712124266@k,31,1,49800.0,4,1,1
1712690251@k,117,1,24000.0,2,1,1
1712868512@k,66,1,72385.0,3,1,2
1712893674@k,192,1,50700.0,1,1,1
171294347@n,205,1,35000.0,1,1,1
1713399022@k,101,1,40900.0,2,1,1
1713406329@k,129,1,42015.0,2,1,1
171384456@n,38,1,54200.0,4,1,2
171389734@n,97,1,12900.0,3,1,1
1714107486@k,217,1,31400.0,1,1,1
1714418658@k,183,1,50300.0,1,1,1
1714686240@k,72,3,191673.0,3,3,3
1714844156@k,217,1,113875.0,1,1,3
171503088@n,66,1,27400.0,3,1,1
1715285352@k,184,1,48336.0,1,1,1
1715543040@k,208,1,32699.0,1,1,1
1715655075@k,205,1,103500.0,1,1,3
1715966131@k,113,1,47859.0,2,1,1
1716411667@k,114,1,46783.0,2,1,1
1716461713@k,66,1,40444.0,3,1,1
1716701147@k,155,1,31800.0,2,1,1
1716840564@k,28,1,14900.0,4,1,1
1716976168@k,69,2,69820.0,3,2,2
1717227744@k,103,1,28800.0,2,1,1
1717260888@k,83,1,35725.0,3,1,1
1717686592@k,111,1,142000.0,2,1,3
1717779021@k,77,1,24168.0,3,1,1
171807846@n,120,1,51800.0,2,1,1
171830390@n,63,1,32400.0,3,1,1
1718314150@k,101,1,49800.0,2,1,1
1718632207@k,114,1,32674.0,2,1,1
17187640@n,71,1,31400.0,3,1,1
171882917@n,14,1,35900.0,4,1,1
1719067219@k,166,1,14900.0,1,1,1
171910221@n,208,1,16100.0,1,1,1
1719219808@k,114,1,111080.0,2,1,3
1719222921@k,106,1,51589.0,2,1,1
171973011@n,70,1,32700.0,3,1,1
1719782592@k,49,2,82472.0,3,2,2
17200508@n,139,1,38900.0,2,1,1
1720274289@k,203,1,38900.0,1,1,1
1720837264@k,120,1,36900.0,2,1,1
1721091942@k,71,1,50400.0,3,1,1
172200863@n,58,1,62600.0,3,1,2
172204634@n,116,1,11700.0,2,1,1
1722665147@k,184,1,46734.0,1,1,1
1722797387@k,169,1,28400.0,1,1,1
1723136749@k,197,1,30000.0,1,1,1
1723208962@k,191,1,17900.0,1,1,1
1723438205@k,141,1,41000.0,2,1,1
172494368@n,65,1,39700.0,3,1,1
17249688@n,207,1,33200.0,1,1,1
1725086775@k,17,1,36713.0,4,1,1
1725550081@k,185,1,39900.0,1,1,1
1725790468@k,113,1,22299.0,2,1,1
17268614@n,17,1,19100.0,4,1,1
17270643@n,66,1,28400.0,3,1,1
172715920@n,153,1,15900.0,2,1,1
172758519@n,77,1,32400.0,3,1,1
1727589746@k,205,1,36000.0,1,1,1
1727720585@k,210,1,36000.0,1,1,1
1727880026@k,69,1,37400.0,3,1,1
1728092455@k,218,1,33369.0,1,1,1
172864974@n,156,1,16300.0,2,1,1
172895527@n,111,1,35225.0,2,1,1
172985968@n,77,1,46880.0,3,1,1
1730345711@k,13,1,38900.0,4,1,1
1731712589@k,49,1,39400.0,3,1,1
173172921@n,2,1,49800.0,4,1,1
1731885281@k,118,2,70011.0,2,2,2
173205586@n,205,1,35000.0,1,1,1
1732060077@k,123,1,37600.0,2,1,1
173236193@n,156,1,44800.0,2,1,1
173296984@n,128,1,59800.0,2,1,2
1733984580@k,42,2,74491.0,4,2,2
17341558@n,171,1,38800.0,1,1,1
1734909187@k,72,1,31300.0,3,1,1
1735046197@k,32,1,38900.0,4,1,1
1735161993@k,100,1,83200.0,2,1,2
1735489787@k,119,1,25800.0,2,1,1
1735538777@k,4,1,17900.0,4,1,1
1735615575@k,104,1,49800.0,2,1,1
173638413@n,22,1,78800.0,4,1,2
173771986@n,64,1,31400.0,3,1,1
1737931542@k,198,1,39800.0,1,1,1
1738508030@k,68,1,78300.0,3,1,2
1738987059@k,66,1,64700.0,3,1,2
1739301021@k,57,1,35615.0,3,1,1
1739677781@k,29,1,40788.0,4,1,1
1739686099@k,13,1,34900.0,4,1,1
173995848@n,196,2,87300.0,1,2,2
1740259363@k,24,1,33570.0,4,1,1
1740579336@k,112,1,35380.0,2,1,1
1740614266@k,143,1,44800.0,2,1,1
1741258749@k,39,1,10900.0,4,1,1
1741658347@k,115,1,37000.0,2,1,1
17416860@n,57,1,40396.0,3,1,1
1741817325@k,172,1,31800.0,1,1,1
1742017791@k,127,1,41900.0,2,1,1
1742377107@k,40,2,90053.0,4,2,2
1742703713@k,158,1,41900.0,2,1,1
1742945070@k,21,2,30794.0,4,2,1
174298006@n,187,1,49300.0,1,1,1
1743319817@g,92,1,52800.0,3,1,2
1743586757@k,157,1,36333.0,2,1,1
17439634@n,56,1,40900.0,3,1,1
1744449420@k,27,1,41900.0,4,1,1
1744547824@k,177,1,13900.0,1,1,1
1744646419@k,113,2,188200.0,2,2,3
1744947111@k,84,1,16325.0,3,1,1
1745023154@k,36,2,278002.0,4,2,4
17451508@n,143,1,76800.0,2,1,2
17453462@n,79,1,28800.0,3,1,1
1745378375@k,216,1,36000.0,1,1,1
17462274@n,113,1,9700.0,2,1,1
1746262810@k,213,1,30780.0,1,1,1
17468931@n,51,1,34000.0,3,1,1
1747301392@k,201,1,42800.0,1,1,1
1747496603@k,21,1,40900.0,4,1,1
1747530414@k,24,1,36900.0,4,1,1
1747576565@k,114,2,67700.0,2,2,2
17482740@n,193,1,41000.0,1,1,1
17484323@n,182,1,49300.0,1,1,1
1748462794@k,36,1,41900.0,4,1,1
1748744749@k,106,1,12700.0,2,1,1
174878866@n,35,1,11900.0,4,1,1
1749411366@k,0,3,153397.0,4,3,3
1749608982@k,113,1,36000.0,2,1,1
1749970267@k,59,1,30534.0,3,1,1
1750240822@k,31,1,37900.0,4,1,1
175024415@n,61,1,32400.0,3,1,1
1750456512@k,30,2,38586.0,4,2,1
1750518102@k,150,1,17900.0,2,1,1
1750735103@k,72,1,13700.0,3,1,1
1751976184@k,91,1,41900.0,3,1,1
1752039191@k,119,1,48000.0,2,1,1
1752046806@k,104,2,155853.0,2,2,3
175207752@n,58,1,52800.0,3,1,2
17523413@n,1,1,33900.0,4,1,1
1752476273@k,210,1,31400.0,1,1,1
1752793155@k,52,1,28233.0,3,1,1
1752852481@k,49,1,142998.0,3,1,3
175294104@n,111,1,24000.0,2,1,1
1753038659@k,71,1,35298.0,3,1,1
1753247287@k,104,2,93800.0,2,2,2
