id,R,F,M,r_grade,f_grade,m_grade
ssin0120,167,1,49700.0,1,1,1
ssing09,187,1,39800.0,1,1,1
ssis0809,198,1,32300.0,1,1,1
ssjj721,205,1,16600.0,1,1,1
ssjjhh1229,67,2,53700.0,3,2,2
ssjune1722,218,1,37700.0,1,1,1
ssjw1224,2,1,11900.0,4,1,1
ssk531,18,1,38900.0,4,1,1
ssk7808,7,3,97337.0,4,3,2
sskcm6070,150,2,121200.0,2,2,3
sskknu31,30,4,138793.0,4,3,3
ssm0504z,154,1,41900.0,2,1,1
ssm1478,207,1,36000.0,1,1,1
ssmmin,120,2,72180.0,2,2,2
ssmtjtmdals,76,1,23600.0,3,1,1
ssoju1,61,1,31400.0,3,1,1
ssom0521,218,1,35000.0,1,1,1
sson2319,114,1,113309.0,2,1,3
ssonda80,124,1,39800.0,2,1,1
ssonuj,203,1,15500.0,1,1,1
ssoo214,106,1,35900.0,2,1,1
ssoossoonn,21,1,14900.0,4,1,1
ssoy12,205,1,42221.0,1,1,1
sss3k1,65,3,103700.0,3,3,3
sssa0504,191,1,46175.0,1,1,1
sssksskd1,174,1,60600.0,1,1,2
ssstjdals,120,1,113279.0,2,1,3
sssyyy98,64,1,14500.0,3,1,1
sstpgus,34,1,29900.0,4,1,1
ssu3848,68,1,30064.0,3,1,1
ssubee33,84,1,16900.0,3,1,1
ssunine21,165,1,41900.0,1,1,1
ssununicorn,28,2,81900.0,4,2,2
ssuyswu,105,1,14900.0,2,1,1
ssw0010,45,2,78270.0,4,2,2
ssyoungii,161,1,29000.0,1,1,1
ssyym77,52,1,17900.0,3,1,1
st195528,204,1,17100.0,1,1,1
st9384,17,1,75625.0,4,1,2
stacy1005,101,1,119800.0,2,1,3
stafor,70,1,33400.0,3,1,1
stageqaz,39,1,33900.0,4,1,1
stane5783,142,1,44300.0,2,1,1
star7262,5,1,35805.0,4,1,1
star830,170,1,12900.0,1,1,1
starcho76,108,2,83242.0,2,2,2
starcret,170,1,31800.0,1,1,1
stardom333,103,1,13900.0,2,1,1
starfish5678,86,1,44200.0,3,1,1
starhome,7,1,33000.0,4,1,1
starjin555,174,1,14800.0,1,1,1
starkist,208,1,33400.0,1,1,1
starnet16,205,1,105900.0,1,1,3
starpark0317,77,1,32400.0,3,1,1
starsee4,67,1,27351.0,3,1,1
starshower,58,1,41900.0,3,1,1
startjsdud,69,1,31400.0,3,1,1
startup7357,59,1,32400.0,3,1,1
starzz416,65,1,15700.0,3,1,1
state3110,22,1,14900.0,4,1,1
stdvf,59,1,43456.0,3,1,1
step4ward,79,1,37263.0,3,1,1
stephengil08,131,1,40900.0,2,1,1
stepping91,60,1,32216.0,3,1,1
steventy14,46,1,9400.0,4,1,1
stige137,209,1,16200.0,1,1,1
stoling,93,1,50200.0,3,1,1
stomshami,175,1,17900.0,1,1,1
stoop7,190,1,41000.0,1,1,1
stopcat,116,1,35000.0,2,1,1
stopwatch86,167,1,41900.0,1,1,1
stormborn05,79,1,41900.0,3,1,1
storynote7,209,1,34908.0,1,1,1
stpo04,67,1,27400.0,3,1,1
strange01,54,1,36543.0,3,1,1
stranger6,44,1,39792.0,4,1,1
strawoong,100,1,29900.0,2,1,1
strusian,172,1,79000.0,1,1,2
stsm2001,96,1,39749.0,3,1,1
stst86,66,1,27002.0,3,1,1
stuffhan,212,1,114000.0,1,1,3
stunmarin,0,2,144600.0,4,2,3
stursu,215,1,32873.0,1,1,1
stylust,142,1,16900.0,2,1,1
su9309540,31,1,47800.0,4,1,1
subak,101,2,55300.0,2,2,2
subaremix,22,2,71200.0,4,2,2
subin579,82,1,39805.0,3,1,1
subin6989,58,2,32800.0,3,2,1
subin9560,171,1,43800.0,1,1,1
subinno96,0,1,49733.0,4,1,1
sudatoto,75,1,32700.0,3,1,1
sudden3303,2,1,41900.0,4,1,1
sudjinn,15,3,72000.0,4,3,2
sugaia,12,1,37900.0,4,1,1
sugho90,9,2,82673.0,4,2,2
suhee4840,106,1,35900.0,2,1,1
suho1390,122,1,32800.0,2,1,1
suhyeon001,213,1,32400.0,1,1,1
suie1347,7,2,75742.0,4,2,2
suin1635,131,1,31900.0,2,1,1
suin96,67,1,23300.0,3,1,1
sujeri,16,1,36900.0,4,1,1
sujin9120,194,1,40900.0,1,1,1
sujung7941,191,1,39800.0,1,1,1
suk0827,67,1,110491.0,3,1,3
suk1711,204,1,35126.0,1,1,1
sukisimmax,170,3,167008.0,1,3,3
sukjunhwan,68,1,46786.0,3,1,1
sukk1009,62,1,61600.0,3,1,2
sulgee12,26,1,13900.0,4,1,1
sulgi,186,1,31300.0,1,1,1
sulheeya,36,1,141535.0,4,1,3
sulki723,173,1,30600.0,1,1,1
sum0703,181,1,37900.0,1,1,1
sum9170,28,2,72587.0,4,2,2
sumby,116,1,12300.0,2,1,1
sumin200,46,1,36837.0,4,1,1
sumini05,168,1,13900.0,1,1,1
summer1137,209,1,33400.0,1,1,1
summerg,111,1,35874.0,2,1,1
sun08170,26,2,96284.0,4,2,2
sun2431,111,1,11900.0,2,1,1
sun2oh,113,1,34903.0,2,1,1
sun8345,117,1,12700.0,2,1,1
suncastle58,78,1,41900.0,3,1,1
sunchien,119,1,51800.0,2,1,1
sunday415,59,1,32400.0,3,1,1
sunder91,104,2,55800.0,2,2,2
sung040204,39,1,6900.0,4,1,1
sung162,120,1,109559.0,2,1,3
sung5017,205,1,47300.0,1,1,1
sung5418,113,1,61000.0,2,1,2
sung920403,7,2,83800.0,4,2,2
sunggyu91,90,1,49800.0,3,1,1
sungh0610,117,1,71700.0,2,1,2
sungh55,164,1,40841.0,1,1,1
sunghorule,34,1,64896.0,4,1,2
sunghyun1014,105,1,11700.0,2,1,1
sungjib1288,4,1,23300.0,4,1,1
sungjin0416,170,1,12400.0,1,1,1
sungjin7707,155,1,139000.0,2,1,3
sungju11,101,1,39308.0,2,1,1
sungkyu86,170,1,28700.0,1,1,1
sunglee860,127,1,70800.0,2,1,2
sungma112,30,1,14900.0,4,1,1
sungmi315,2,1,39805.0,4,1,1
sungmin0509,56,1,41900.0,3,1,1
sungsoo0905,163,1,36900.0,1,1,1
sungsu1205,44,1,60800.0,4,1,2
sungwoo249,124,1,41000.0,2,1,1
sunhan1010,203,1,36900.0,1,1,1
sunk7487,104,1,41900.0,2,1,1
sunkyung751,208,1,36000.0,1,1,1
sunlove1835,110,1,22000.0,2,1,1
sunmin36,65,1,16826.0,3,1,1
sunny20408,170,1,31800.0,1,1,1
sunny2051,139,1,44300.0,2,1,1
sunny2shin,218,1,34000.0,1,1,1
sunny4217,78,1,19929.0,3,1,1
sunnydal,67,1,28400.0,3,1,1
sunnz2,211,1,30300.0,1,1,1
sunpunggi7,66,1,70500.0,3,1,2
sunrise0209,211,1,61800.0,1,1,2
sunset911022,96,1,58200.0,3,1,2
sunshine194,206,1,115000.0,1,1,3
sunsun007,89,1,37409.0,3,1,1
sunupplease,71,1,51900.0,3,1,1
sunway17,204,1,154000.0,1,1,3
sunzon93,114,1,35000.0,2,1,1
suone1028,3,2,89575.0,4,2,2
suoo26,208,1,33100.0,1,1,1
supane,176,1,40000.0,1,1,1
superbigjo,10,1,28000.0,4,1,1
superdorai7,37,1,25500.0,4,1,1
supergragas,114,2,85536.0,2,2,2
superkazuya,136,1,35810.0,2,1,1
superpsc,90,1,16900.0,3,1,1
superuser,147,1,31800.0,2,1,1
supia0417,3,1,67800.0,4,1,2
supreme,210,1,36000.0,1,1,1
supreme17,186,1,38800.0,1,1,1
suqqus93,218,1,36000.0,1,1,1
surakain,59,1,38400.0,3,1,1
sureon1,199,1,47300.0,1,1,1
suri0221,210,1,35000.0,1,1,1
susan307,30,4,202057.0,4,3,3
sutihd,107,1,114500.0,2,1,3
suwni01,205,1,115000.0,1,1,3
suyadaum,187,1,38162.0,1,1,1
suyeon2747,60,2,59730.0,3,2,2
suyeong1004,155,1,15900.0,2,1,1
suyojyen,39,2,99239.0,4,2,2
suzy23,22,1,45620.0,4,1,1
sv8599,108,1,35260.0,2,1,1
svclaw2000,149,1,40900.0,2,1,1
sw5393,85,1,16900.0,3,1,1
sw99an1,66,1,35800.0,3,1,1
swakswak,136,1,41900.0,2,1,1
swan1101,191,1,66300.0,1,1,2
swangreat7,59,1,33400.0,3,1,1
swanker,211,1,35000.0,1,1,1
swatpolice19,86,2,79028.0,3,2,2
swbliss1201,13,3,50309.0,4,3,1
swe4758,182,1,40900.0,1,1,1
swee78,19,2,57050.0,4,2,2
sweet2me,170,1,30672.0,1,1,1
sweet486i,36,1,29800.0,4,1,1
sweet910831,170,1,31800.0,1,1,1
sweetbrier3,60,1,28790.0,3,1,1
sweetjieun,46,1,57200.0,4,1,2
sweetmasil05,77,1,31730.0,3,1,1
sweettyani,131,1,49200.0,2,1,1
sweety1004,67,2,62118.0,3,2,2
sweetydizzy,72,1,31900.0,3,1,1
swellper,13,1,37403.0,4,1,1
sweoo21,114,1,35779.0,2,1,1
swieps7943,30,3,96837.0,4,3,2
swimmi1111,4,1,34900.0,4,1,1
swingone,119,2,25600.0,2,2,1
swiskiss55,102,1,28900.0,2,1,1
swj3979,139,1,17900.0,2,1,1
swjh0127,119,1,30900.0,2,1,1
swkim1124,84,2,30652.0,3,2,1
swlee2121,60,2,105408.0,3,2,3
swm1234,149,1,41900.0,2,1,1
swobbler,162,1,14900.0,1,1,1
swoong22,108,1,52800.0,2,1,2
sword5276,140,1,32900.0,2,1,1
sword779,77,1,31700.0,3,1,1
swpark9513,183,1,41900.0,1,1,1
swq8011,53,2,80300.0,3,2,2
swsecret,66,1,26801.0,3,1,1
swy8024,210,1,115000.0,1,1,3
sy000211,92,1,7700.0,3,1,1
sy4u24,100,1,39270.0,2,1,1
sy9935,65,1,58100.0,3,1,2
syb980918,212,1,34880.0,1,1,1
syc6237,23,2,49800.0,4,2,1
syc6313,199,1,52600.0,1,1,2
sych2080,89,5,121815.0,3,4,3
sycho1999,75,1,49900.0,3,1,1
sycj96,66,2,134650.0,3,2,3
sydm8575,167,3,180370.0,1,3,3
syeon7706,134,1,40000.0,2,1,1
syg8369,13,1,37900.0,4,1,1
syheart,119,1,48800.0,2,1,1
syhoa,196,1,40900.0,1,1,1
syjjang4210,129,1,50200.0,2,1,1
syki945,51,1,45000.0,3,1,1
sym111,72,2,69200.0,3,2,2
sym116,166,1,39800.0,1,1,1
syoon002918,178,1,17900.0,1,1,1
syp13795,167,1,50300.0,1,1,1
syr0622,47,1,40900.0,3,1,1
syriscus,52,3,126500.0,3,3,3
sys4155,80,1,40400.0,3,1,1
sys4890,18,1,14100.0,4,1,1
sys89129,65,1,32300.0,3,1,1
sysy0809,92,2,68588.0,3,2,2
syt018,115,1,63400.0,2,1,2
syukman,77,1,29715.0,3,1,1
syuvalch,13,3,102600.0,4,3,2
syyy9120,99,1,28900.0,3,1,1
szarcher,91,1,57200.0,3,1,2
szzary,106,1,37000.0,2,1,1
tableaux,94,1,14900.0,3,1,1
tabo4329,143,1,41000.0,2,1,1
tacksagong,164,1,13900.0,1,1,1
tae428,9,1,37900.0,4,1,1
taecastle12,79,3,96800.0,3,3,2
taegeun8826,35,1,40900.0,4,1,1
taeheegks1,93,1,41000.0,3,1,1
taeho3008,61,1,114500.0,3,1,3
taehyun1810,108,1,12700.0,2,1,1
taeinlove3,113,1,36700.0,2,1,1
taejin877,157,1,38100.0,2,1,1
taejipia,7,2,69900.0,4,2,2
taejuni,23,2,32300.0,4,2,1
taekgu01,126,1,161900.0,2,1,3
taengjjing,199,1,36900.0,1,1,1
taengkun,218,1,34000.0,1,1,1
taerang313,117,1,109500.0,2,1,3
taeseun0620,96,1,49400.0,3,1,1
taesub0512,147,1,41900.0,2,1,1
taewoo010,207,1,32400.0,1,1,1
taeyang2114,171,1,31800.0,1,1,1
taeyeon11,17,1,36900.0,4,1,1
taeyeon123,66,1,28400.0,3,1,1
taffeit,64,1,37400.0,3,1,1
tagyuk22,174,1,31800.0,1,1,1
tailer41,18,1,128600.0,4,1,3
tailistaeil,47,1,28500.0,3,1,1
taira223,7,1,41900.0,4,1,1
taisang,151,1,40900.0,2,1,1
tak9522,73,1,34574.0,3,1,1
takbro,191,1,41900.0,1,1,1
takeo1,28,2,31800.0,4,2,1
takeu1231,154,1,35400.0,2,1,1
talkwithraon,203,1,54100.0,1,1,2
tamamaa,0,1,20300.0,4,1,1
tamayura,102,1,56100.0,2,1,2
tanatonoter,170,1,52600.0,1,1,2
tangdo6,117,1,32700.0,2,1,1
tanguk,166,1,40900.0,1,1,1
tantani0423,145,1,41900.0,2,1,1
tariad,115,1,60000.0,2,1,2
tarko49,173,1,13900.0,1,1,1
taruby,150,1,52600.0,2,1,2
tasoho,205,1,101838.0,1,1,2
taylor0103,0,1,12900.0,4,1,1
taylorjeon,63,1,32200.0,3,1,1
tbnjb,190,1,17900.0,1,1,1
tbvj325,159,1,47600.0,2,1,1
tcl1359,127,1,154000.0,2,1,3
tdj99092,206,1,35200.0,1,1,1
tdss0659,22,1,61800.0,4,1,2
te04047,51,1,19763.0,3,1,1
tearwith,151,1,35900.0,2,1,1
tebeiux,183,1,38900.0,1,1,1
teddy2559,164,1,40837.0,1,1,1
tedy228,140,1,32900.0,2,1,1
tekken5346,205,1,41600.0,1,1,1
tekton7,22,1,14900.0,4,1,1
tenyear9380,135,1,39000.0,2,1,1
teresach234,102,1,85700.0,2,1,2
teri2gogo,165,1,37900.0,1,1,1
terioussun,183,1,39900.0,1,1,1
terry541,164,1,29900.0,1,1,1
terry88,214,1,34999.0,1,1,1
testkob,118,1,12700.0,2,1,1
tgb02391,50,1,41900.0,3,1,1
tgwi,177,1,32900.0,1,1,1
th8383,96,2,75656.0,3,2,2
thakd0814,66,1,29456.0,3,1,1
thakd1465,121,1,40900.0,2,1,1
thanks5900,34,1,45500.0,4,1,1
thdbs5518,146,1,12009.0,2,1,1
thdcodbs,205,1,36000.0,1,1,1
thddl456,135,1,30900.0,2,1,1
thddn99,114,1,12700.0,2,1,1
thdgkfla5656,174,2,77400.0,1,2,2
thdgml1014,66,1,27400.0,3,1,1
thdnjs14,66,1,44400.0,3,1,1
thdqnrms295,140,1,40900.0,2,1,1
thdud6830,27,1,24900.0,4,1,1
thdus1438,113,1,36000.0,2,1,1
thdwlstjd96,115,1,50400.0,2,1,1
thdwndk11,129,2,134550.0,2,2,3
the4343,78,1,38233.0,3,1,1
the4quare,156,1,134270.0,2,1,3
the7782,133,1,16900.0,2,1,1
theabc1,105,1,11900.0,2,1,1
theboss92,120,1,25800.0,2,1,1
thedark27,107,1,33900.0,2,1,1
theendlesstale,173,1,28800.0,1,1,1
theglove23,77,1,104162.0,3,1,3
theh4l,196,1,40999.0,1,1,1
theironsea,135,1,35104.0,2,1,1
thel22,115,1,10900.0,2,1,1
theme12,197,1,40900.0,1,1,1
ther130,164,2,68162.0,1,2,2
therape,118,1,111370.0,2,1,3
theruu,203,1,16900.0,1,1,1
thewestwind,142,1,67500.0,2,1,2
thfgnl0810,105,1,14900.0,2,1,1
thfk8445,120,1,36000.0,2,1,1
thfqkddnf,72,1,29500.0,3,1,1
thfqlsla,169,1,35712.0,1,1,1
thgus5439,135,1,32900.0,2,1,1
thinkcow3561,98,1,132500.0,3,1,3
thk9178,89,1,40400.0,3,1,1
thkim99112,107,1,12700.0,2,1,1
thlee1103,128,1,17400.0,2,1,1
thoix14,152,1,48775.0,2,1,1
thorn52,129,1,32900.0,2,1,1
thou0515,177,1,36709.0,1,1,1
threesky,194,1,113200.0,1,1,3
throne100,77,1,15500.0,3,1,1
through19,77,2,261500.0,3,2,4
thsdlswp12,156,1,13800.0,2,1,1
thseod12,207,1,30300.0,1,1,1
thstpqls3,183,1,39800.0,1,1,1
thsutleo8022,147,2,0.0,2,2,1
thswncks99,170,1,29800.0,1,1,1
thtiger,143,1,39800.0,2,1,1
thunder200,92,1,36770.0,3,1,1
thunder200v,61,1,29771.0,3,1,1
thursday113,64,1,33400.0,3,1,1
thwiseson,60,1,33400.0,3,1,1
thwjddl24,110,1,72000.0,2,1,2
thypt1004,159,1,34915.0,2,1,1
tiamun,64,1,39300.0,3,1,1
tidy109,13,1,19100.0,4,1,1
tig00347,28,2,77573.0,4,2,2
tigger1400,135,1,47800.0,2,1,1
tightrush,164,1,39800.0,1,1,1
tigml0415,66,1,31400.0,3,1,1
timaru2001,91,1,39900.0,3,1,1
time9time,142,1,40772.0,2,1,1
timegoesby89,179,1,41900.0,1,1,1
timidprince,8,2,71813.0,4,2,2
timojs,201,1,24605.0,1,1,1
tingbell35,205,3,179465.0,1,3,3
tion0819,166,1,65800.0,1,1,2
tisaso23211,112,1,7700.0,2,1,1
titlehwan,177,1,40900.0,1,1,1
tjd8530,212,1,36000.0,1,1,1
tjdals7249,1,2,64425.0,4,2,2
tjdckss92,44,1,52800.0,4,1,2
tjdckstm,148,1,39464.0,2,1,1
tjddn597,139,1,38900.0,2,1,1
tjddnjsdl92,69,1,33400.0,3,1,1
tjddns1202,83,1,31800.0,3,1,1
tjddus802,108,1,48500.0,2,1,1
tjddus8174,87,2,193800.0,3,2,3
tjdfhr0315,204,1,40900.0,1,1,1
tjdgh7488,2,1,41900.0,4,1,1
tjdghd777,169,3,72400.0,1,3,2
tjdghksl18,47,1,34900.0,3,1,1
tjdgns0321,31,2,67515.0,4,2,2
tjdgns118,18,2,77886.0,4,2,2
tjdgns6572,204,1,39900.0,1,1,1
tjdgo222,214,1,114000.0,1,1,3
tjdgood123,68,1,33400.0,3,1,1
tjdgus6774,143,1,15900.0,2,1,1
tjdgus9663,90,1,37679.0,3,1,1
tjdguur522,30,2,53506.0,4,2,2
tjdns1223,100,1,39772.0,2,1,1
tjdpfls777,176,1,15900.0,1,1,1
tjdrhks1392,155,1,40679.0,2,1,1
tjdrn0316,170,1,30800.0,1,1,1
tjdskadlek78,203,1,43800.0,1,1,1
tjdwlsdldl18,19,1,12900.0,4,1,1
tjdwlwkd7,91,1,50200.0,3,1,1
tjdwo1989,198,1,135334.0,1,1,3
tjdwo5322,13,2,102957.0,4,2,3
tjehdgur063,197,2,55100.0,1,2,2
tjfashion,32,1,35233.0,4,1,1
tjfdbswn,194,1,41900.0,1,1,1
tjgpwls123,208,1,45200.0,1,1,1
tjgudals0,51,1,39834.0,3,1,1
tjgurwls9606,177,1,31500.0,1,1,1
tjgusdn5917,30,2,79531.0,4,2,2
tjgycjs,55,1,39900.0,3,1,1
tjgytjd1,184,1,40400.0,1,1,1
tjhhappy,79,1,38650.0,3,1,1
tjizz,178,1,40900.0,1,1,1
tjjeon1,157,1,51700.0,2,1,1
tjqja4755,93,1,13800.0,3,1,1
tjrals132,113,1,37000.0,2,1,1
tjrdid001,174,1,62511.0,1,1,2
tjrgml2324,33,3,118214.0,4,3,3
tjrgus621,59,1,65400.0,3,1,2
tjrgus7938,91,1,29850.0,3,1,1
tjrgus9009,17,1,38900.0,4,1,1
tjrry0512,12,1,77343.0,4,1,2
tjsdbf95,50,2,81800.0,3,2,2
tjsdn0246,90,1,49711.0,3,1,1
tjsdud0114a,164,1,27900.0,1,1,1
tjsdud5144,166,1,13900.0,1,1,1
tjsdud5718,48,1,61800.0,3,1,2
tjsdud6630,130,1,37827.0,2,1,1
tjsghd7458,60,1,32300.0,3,1,1
tjsghkdia510,110,1,36000.0,2,1,1
tjsgn9360,10,1,40679.0,4,1,1
tjsgphappy,64,1,30300.0,3,1,1
tjsrb9351,86,1,16900.0,3,1,1
tjsrud2642,218,1,46400.0,1,1,1
tjstodsla,12,1,18100.0,4,1,1
tjsuddl20,15,2,64484.0,4,2,2
tjtn54,69,1,53700.0,3,1,2
tjwjdals96,23,1,22900.0,4,1,1
tjwjdrh12,139,1,37900.0,2,1,1
tjwns1005,198,1,30300.0,1,1,1
tjwnstjr3000,210,1,31400.0,1,1,1
tjy0924,67,1,28400.0,3,1,1
tk0600,174,1,45700.0,1,1,1
tkandpf743,65,1,15700.0,3,1,1
tkboy02,163,1,41900.0,1,1,1
tkdals1023,204,1,40739.0,1,1,1
tkdan07,211,1,75600.0,1,1,2
tkdan321,208,1,32779.0,1,1,1
tkdcn2613,117,2,46931.0,2,2,1
tkddbs076,3,1,27800.0,4,1,1
tkddbs304,142,1,58700.0,2,1,2
tkddj92,77,1,33400.0,3,1,1
tkddk5112,115,1,48000.0,2,1,1
tkddn2624,0,1,54200.0,4,1,2
tkddnjs1209,79,1,35579.0,3,1,1
tkddnr21,218,1,34000.0,1,1,1
tkddnspd,98,2,81832.0,3,2,2
tkdduszz78,10,1,41774.0,4,1,1
tkdel1120,146,1,41000.0,2,1,1
tkdfbs0117,105,1,14900.0,2,1,1
tkdghksnodon,192,1,41900.0,1,1,1
tkdgjs1021,161,1,16400.0,1,1,1
tkdgmlgyfl,162,1,38100.0,1,1,1
tkdguska,64,1,112545.0,3,1,3
tkdlzns,8,1,13900.0,4,1,1
tkdnss,161,1,20400.0,1,1,1
tkdrb2168,101,2,78682.0,2,2,2
tkdtkd1324,7,2,186820.0,4,2,3
tkdwls2545,68,1,30400.0,3,1,1
tkfkd0810,204,1,45900.0,1,1,1
tkfkd0968,114,1,112500.0,2,1,3
tkfkdgo0609,109,1,11700.0,2,1,1
tkflzl1,99,1,11900.0,3,1,1
tkgo914,170,1,30039.0,1,1,1
tkkm009,46,4,92000.0,4,3,2
tkofroar,56,2,68100.0,3,2,2
tkrk93,46,1,40400.0,4,1,1
tkswls4246,67,1,107674.0,3,1,3
tl1279,104,1,39800.0,2,1,1
tlaaksu,118,1,133684.0,2,1,3
tlatmddus,90,2,73750.0,3,2,2
tldkncksm,41,1,150630.0,4,1,3
tlelfhd6078,10,2,78900.0,4,2,2
tlgnqkr,120,1,36388.0,2,1,1
tlgud0505,40,2,81027.0,4,2,2
tlrorkgngn,156,1,39100.0,2,1,1
tlsansaos,105,1,28600.0,2,1,1
tlsaud5929,73,2,189031.0,3,2,3
tlscodud2109,35,1,32900.0,4,1,1
tlsfpem,8,3,120510.0,4,3,3
tlsghks222,194,1,41900.0,1,1,1
tlsghtmddus0,62,1,16100.0,3,1,1
tlsgkrtmd,153,1,41900.0,2,1,1
tlsqjatn99,158,2,78700.0,2,2,2
tlsrkdguq123,121,1,38699.0,2,1,1
tlsthf1,188,1,41900.0,1,1,1
tlstkdduq100,4,1,37900.0,4,1,1
tlswlrtn,112,1,61000.0,2,1,2
tlswlsrhd,104,1,40900.0,2,1,1
tlswlwl2,9,1,22700.0,4,1,1
tmakdlfdkrak,60,2,69698.0,3,2,2
tmdahr2000,72,1,32400.0,3,1,1
tmdals0545,205,1,34848.0,1,1,1
tmddlf7471,99,1,27800.0,3,1,1
tmddn402,186,1,17900.0,1,1,1
tmddus0201,164,1,38900.0,1,1,1
tmddus8,66,1,48700.0,3,1,1
tmddusl09,113,1,36500.0,2,1,1
tmdfhr,208,1,35000.0,1,1,1
tmdfl0827,43,3,117000.0,4,3,3
tmdfuf1371,205,1,34176.0,1,1,1
tmdghchl111,218,1,34987.0,1,1,1
tmdghks4276,147,1,145948.0,2,1,3
tmdgk0694,118,1,30669.0,2,1,1
tmdgml0320,12,1,36900.0,4,1,1
tmdgml211,170,1,31800.0,1,1,1
tmdgus980803,196,1,35935.0,1,1,1
tmdqls,16,1,37900.0,4,1,1
tmdsid0905,76,1,114500.0,3,1,3
tmdvud101,36,2,118200.0,4,2,3
tmdwktm123,161,1,36100.0,1,1,1
tmdwo1262,24,1,36800.0,4,1,1
tmendless,77,1,56036.0,3,1,2
tmfalrla,203,1,38800.0,1,1,1
tmfrlzz01,9,1,34900.0,4,1,1
tmin0814,156,1,38100.0,2,1,1
tms00042,51,1,17400.0,3,1,1
tmsnqehrm,91,1,41900.0,3,1,1
tmtmfhtkdrbs,70,2,33400.0,3,2,1
tmvkdl1369,205,1,30000.0,1,1,1
tmzkdl5033,66,2,29610.0,3,2,1
tnals2090,136,1,40700.0,2,1,1
tnantkf321,154,1,16900.0,2,1,1
tndksdl0728,90,1,40900.0,3,1,1
tndlsz75,129,1,32900.0,2,1,1
tndnjs0629,141,1,41900.0,2,1,1
tndus1479,0,1,13900.0,4,1,1
tndusskfk,82,1,37800.0,3,1,1
tndyd0103,105,1,46438.0,2,1,1
tnfl97,163,1,38900.0,1,1,1
tnghks0408,212,1,16100.0,1,1,1
tnghks4022,69,2,59500.0,3,2,2
tnghtls012,178,1,15900.0,1,1,1
tngus88,211,1,32400.0,1,1,1
tngus9358,156,2,76743.0,2,2,2
tngus9511,191,1,22900.0,1,1,1
tngusdh,106,1,47600.0,2,1,1
tnql0129,107,1,34700.0,2,1,1
tnqls3524,205,1,111554.0,1,1,3
tnqls4188,205,1,34200.0,1,1,1
tnqls6367,172,1,31500.0,1,1,1
tnqlsl0116,146,1,41700.0,2,1,1
tnrhr78,58,1,40511.0,3,1,1
tnrhs53,60,2,42998.0,3,2,1
tns1101,7,4,138467.0,4,3,3
tns9764,17,1,32500.0,4,1,1
tnsenddlkr,137,1,35992.0,2,1,1
tnswk317,3,1,45800.0,4,1,1
tntjs92,100,1,56750.0,2,1,2
tnvy0101,14,2,71567.0,4,2,2
tnwjdcjs4,191,1,61800.0,1,1,2
tnwjdqh,170,1,44700.0,1,1,1
tnwl1278,115,2,100000.0,2,2,2
tnwl6665,157,1,36400.0,2,1,1
tnwls16,117,1,80600.0,2,1,2
toad58,174,1,29900.0,1,1,1
toal3707,77,3,190700.0,3,3,3
toapraxis,107,1,140300.0,2,1,3
tob812,21,1,37000.0,4,1,1
tobesth75,99,1,40400.0,3,1,1
tobwithu,205,1,115000.0,1,1,3
tochijsh,11,3,153061.0,4,3,3
todi777,161,1,14300.0,1,1,1
tofindmyhue,68,1,35400.0,3,1,1
togeppy,81,1,43800.0,3,1,1
togoisgabriel,4,1,38900.0,4,1,1
tomas4617,126,2,55000.0,2,2,2
tomboy3037,22,1,29900.0,4,1,1
tomcurz1,27,1,14900.0,4,1,1
tomgo12,213,1,16200.0,1,1,1
tommykim24,151,1,43700.0,2,1,1
tone93,154,1,38773.0,2,1,1
tongky93,23,1,20800.0,4,1,1
tontaman,201,1,125301.0,1,1,3
tony386836,5,3,49700.0,4,3,1
tony7898,13,4,158440.0,4,3,3
tonytuna,131,1,40400.0,2,1,1
toon207,71,1,33400.0,3,1,1
toorekf,218,1,43200.0,1,1,1
top6527,218,1,45200.0,1,1,1
toper008,59,1,139200.0,3,1,3
topg6287,105,1,11900.0,2,1,1
topjy118,76,1,65800.0,3,1,2
topmy1120,3,2,203200.0,4,2,3
topzzzzz,215,1,110530.0,1,1,3
toqha707,216,1,33400.0,1,1,1
toreach,218,1,33580.0,1,1,1
torry4956,165,1,13900.0,1,1,1
toruso,194,1,50700.0,1,1,1
tory1592,99,1,93400.0,3,1,2
tosan1355,107,2,100800.0,2,2,2
toshiro10,7,3,75600.0,4,3,2
totipo,95,1,48800.0,3,1,1
totojebal,211,1,17100.0,1,1,1
totoro2000y,140,1,49600.0,2,1,1
totorohsk1,106,1,10700.0,2,1,1
touch4088,174,1,31800.0,1,1,1
tourism07,189,1,45630.0,1,1,1
tow1376,7,2,66954.0,4,2,2
town9272,73,1,29300.0,3,1,1
tozhanara,4,1,21933.0,4,1,1
tp4218,60,1,33400.0,3,1,1
tp99543,101,1,12900.0,2,1,1
tpdlqj27,146,1,40679.0,2,1,1
tpdnjs0216,15,2,91700.0,4,2,2
tpdus9729,76,1,51400.0,3,1,1
tpfldjssl,7,2,70100.0,4,2,2
tpgus930,139,1,17900.0,2,1,1
tpqls9431,94,1,146800.0,3,1,3
tpwjd218,210,1,36000.0,1,1,1
tpwls345,23,3,114627.0,4,3,3
tpwls5222,79,1,69511.0,3,1,2
tpwnd02,133,1,41900.0,2,1,1
tpwndzz,45,1,29900.0,4,1,1
tr2038,203,1,41900.0,1,1,1
